Date,ABB,GEBERIT,GIVAUDAN,HOLCIM,KUEHNE+NAGEL,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SIKA,SONOVA,SWISS LIFE,SWISS RE,SWISSCOM,UBS,ZURICH,SMI
2021-05-05,29.55185192,630.0,3902.0,57.8,281.5,103.2,585.0,108.72,78.88,1327.5,95.08,299.8,280.1,274.1,448.4,85.8,498.7,15.36,376.3,11108.88
2021-05-04,28.46127084,608.8,3814.0,56.6,273.6,100.5,576.2,107.96,78.01,1300.5,92.88,297.15,271.4,271.0,443.1,84.54,496.0,15.0,371.8,10970.93
2021-05-03,28.88592188,605.2,3844.0,56.8,276.2,100.2,590.0,109.2,78.56,1318.0,94.84,301.7,274.5,273.5,448.1,86.06,497.0,15.36,378.7,11119.0
2021-04-30,28.6156894,600.4,3824.0,56.3,273.0,102.4,580.8,108.88,77.96,1300.0,93.64,297.6,272.4,270.1,444.9,84.88,495.3,15.29,374.7,11022.34
2021-04-29,29.0499916,611.4,3860.0,56.62,275.5,98.9,571.0,109.16,78.28,1318.0,94.04,299.85,277.5,270.3,445.0,82.48,496.0,15.59,376.2,11079.51
2021-04-28,29.30092176,619.2,3845.0,56.98,279.1,102.9,557.2,108.38,79.12,1301.5,94.16,302.3,278.3,267.5,449.4,83.78,475.3,15.55,378.6,11103.46
2021-04-27,29.11754972,621.8,3875.0,56.56,278.3,104.25,558.8,108.12,79.12,1303.0,93.68,305.25,278.9,269.9,443.5,83.04,476.9,15.22,376.2,11092.08
2021-04-26,28.84731724,621.0,3876.0,57.38,284.6,105.45,556.6,108.54,80.43,1299.0,94.98,306.45,276.0,269.5,469.5,83.96,475.6,15.38,379.4,11162.09
2021-04-23,28.9052242,621.8,3907.0,56.98,292.3,106.35,557.8,109.64,80.65,1287.5,95.1,309.45,276.1,270.4,465.5,83.26,477.5,15.33,377.7,11200.54
2021-04-22,28.712201,616.2,3901.0,56.74,287.8,105.05,563.6,110.02,81.17,1286.5,95.12,312.85,272.9,269.7,464.5,83.54,480.3,15.19,375.5,11224.9
2021-04-21,28.77975912,614.4,3916.0,57.08,285.2,103.75,557.4,106.94,81.23,1287.0,94.76,317.15,277.6,266.4,466.4,83.8,483.4,15.46,378.4,11209.09
2021-04-20,28.69289868,608.0,3888.0,56.6,283.0,102.65,550.4,105.96,80.35,1290.0,92.82,308.05,271.8,266.2,467.0,84.0,481.5,15.57,377.8,11078.98
2021-04-19,29.37813104,613.6,3895.0,57.82,283.2,104.55,556.4,106.48,80.94,1306.5,95.74,310.3,269.7,267.9,477.0,90.8,482.9,15.94,382.5,11209.84
2021-04-16,29.61941004,613.6,3854.0,58.44,283.7,103.9,558.4,108.7,80.87,1321.0,96.2,309.2,270.7,265.1,473.3,90.64,479.3,16.11,381.6,11262.97
2021-04-15,29.1465032,613.2,3839.0,57.26,281.9,101.95,562.2,107.88,80.53,1301.5,96.66,309.5,266.1,262.4,470.9,90.2,475.5,15.86,378.1,11198.7
2021-04-14,28.25859648,612.4,3845.0,57.56,278.6,101.65,555.6,107.32,79.88,1322.5,96.74,308.95,263.2,262.4,473.2,90.38,473.8,15.79,379.2,11156.21
2021-04-13,28.10417792,617.8,3844.0,57.08,279.4,100.95,548.4,107.78,79.79,1343.0,93.64,306.05,265.1,262.7,473.8,91.04,474.4,15.64,379.7,11122.37
2021-04-12,28.30685228,618.6,3764.0,57.04,275.0,100.1,536.4,108.3,80.68,1317.5,92.2,306.8,272.5,260.1,475.4,93.76,482.8,16.17,384.4,11181.35
2021-04-09,28.49987548,622.8,3803.0,57.08,275.9,100.65,548.4,108.8,80.9,1301.0,93.22,309.65,275.5,260.9,475.9,93.34,485.0,16.2,385.5,11238.52
2021-04-08,28.15243372,617.4,3738.0,56.58,272.6,100.1,538.2,108.26,80.65,1290.0,93.3,307.15,273.7,258.3,473.4,93.5,486.8,16.19,404.4,11206.88
2021-04-07,27.94975936,614.6,3675.0,56.92,269.6,98.64,535.4,107.0,80.3,1265.5,93.3,302.2,272.3,257.7,477.7,93.48,486.4,16.22,407.5,11128.18
2021-04-06,28.229643,615.8,3693.0,56.5,274.3,101.2,537.8,106.28,81.38,1262.0,94.72,305.3,275.4,258.9,474.9,93.34,484.7,16.23,406.2,11182.95
2021-04-05,27.78568964,608.0,3670.0,55.52,273.9,100.65,536.0,105.52,81.15,1230.0,92.1,305.4,272.5,255.3,471.7,93.5,510.8,16.01,406.7,11118.03
2021-04-01,27.78568964,608.0,3670.0,55.52,273.9,100.65,536.0,105.52,81.15,1230.0,92.1,305.4,272.5,255.3,471.7,93.5,510.8,15.85,406.7,11118.03
2021-03-31,27.56371296,601.6,3642.0,55.54,269.7,99.14,528.4,105.34,80.77,1207.0,90.74,305.45,270.0,250.4,464.6,92.96,507.0,15.53,403.4,11047.37
2021-03-30,27.52510832,605.0,3618.0,56.06,271.9,96.84,528.6,105.94,81.86,1220.5,92.58,303.85,268.6,251.9,470.2,94.56,507.6,15.6,410.1,11121.42
2021-03-29,27.44789904,600.0,3611.0,55.12,267.8,96.02,544.2,105.22,82.38,1200.0,90.38,304.5,266.1,254.6,465.9,94.24,508.2,15.59,405.4,11089.6
2021-03-26,28.26824764,594.6,3631.0,55.02,266.9,97.5,548.6,104.14,81.88,1220.5,89.74,303.65,265.5,256.2,465.4,93.72,505.2,16.04,402.1,11116.81
2021-03-25,27.80499196,589.6,3639.0,54.38,269.6,95.48,547.4,104.5,81.67,1203.0,89.66,305.6,262.9,255.8,462.5,93.1,502.8,16.06,400.0,11098.81
2021-03-24,28.0366198,588.4,3616.0,53.94,272.5,95.84,554.2,104.06,80.61,1205.0,90.6,304.65,262.0,253.0,458.5,92.82,504.0,15.78,400.3,11063.87
2021-03-23,28.26824764,585.4,3631.0,52.74,268.1,98.92,559.0,104.48,80.94,1174.5,91.5,309.35,264.4,252.6,454.6,91.88,502.0,15.71,398.5,11098.66
2021-03-22,28.28754996,580.6,3559.0,52.74,270.8,96.9,552.2,102.78,80.0,1169.5,92.0,314.8,261.8,243.5,453.2,91.36,490.8,16.1,395.0,11048.58
2021-03-19,28.1813872,576.2,3517.0,52.86,267.3,94.74,541.0,102.8,79.89,1137.5,89.32,308.2,261.9,242.7,452.8,91.46,486.5,16.03,394.9,10967.37
2021-03-18,27.9401082,577.8,3524.0,53.24,269.5,94.24,542.8,101.62,79.55,1145.0,92.14,306.45,265.7,246.3,457.4,91.94,487.5,16.02,397.3,10973.76
2021-03-17,27.57336412,581.2,3558.0,52.88,260.5,92.06,542.4,101.38,79.24,1128.0,89.84,311.0,262.9,245.1,451.0,90.86,485.6,15.75,391.3,10922.49
2021-03-16,27.64092224,582.4,3564.0,53.34,257.0,94.28,552.0,101.16,79.58,1146.0,90.0,312.3,263.9,248.2,454.4,91.46,484.1,15.51,391.2,10944.48
2021-03-15,27.4092944,577.4,3527.0,53.6,251.8,92.28,544.0,100.36,78.45,1114.5,90.1,310.8,262.1,243.5,457.0,91.2,482.9,15.4,392.0,10867.33
2021-03-12,27.46720136,579.0,3520.0,54.36,251.3,91.44,546.0,100.0,77.86,1122.0,91.42,304.5,263.1,235.6,454.8,92.02,479.2,15.45,391.9,10839.93
2021-03-11,27.66987572,576.0,3562.0,54.02,252.1,92.22,552.6,100.46,78.45,1124.0,89.56,307.85,264.5,235.9,450.7,91.64,477.7,15.43,391.0,10883.23
2021-03-10,27.41894556,568.8,3537.0,53.7,248.1,89.8,544.0,100.56,78.32,1113.0,89.26,312.85,258.6,233.7,452.6,92.02,478.8,15.66,394.9,10909.77
2021-03-09,27.35138744,575.0,3493.0,53.68,248.3,89.86,545.0,100.38,78.2,1103.0,89.36,306.0,257.4,227.6,457.7,91.38,473.2,15.59,396.9,10857.97
2021-03-08,27.28382932,569.6,3478.0,53.9,244.1,87.96,541.8,99.36,78.86,1091.5,88.78,303.15,254.8,221.4,460.3,91.54,476.4,15.68,399.3,10830.38
2021-03-05,26.11603896,555.2,3405.0,52.42,240.0,86.18,533.4,98.57,76.89,1083.0,85.94,298.0,248.8,219.7,446.0,88.66,467.0,15.63,390.4,10607.79
2021-03-04,26.45382956,558.2,3465.0,53.38,245.5,89.1,544.8,98.5,78.2,1121.5,87.88,303.95,252.0,224.5,455.1,90.0,466.4,15.4,395.4,10750.09
2021-03-03,26.26080636,554.8,3436.0,52.86,237.7,95.0,565.2,96.96,80.78,1147.5,90.18,298.8,253.4,228.6,462.3,89.58,462.0,15.79,388.5,10771.88
2021-03-02,26.16429476,557.0,3512.0,52.68,221.9,99.0,578.0,97.78,80.94,1135.0,89.32,301.65,253.6,237.8,466.9,89.36,464.7,15.98,385.9,10817.15
2021-03-01,25.85545764,549.0,3472.0,51.9,222.5,98.54,575.6,96.93,79.69,1123.5,89.2,300.25,246.0,235.3,459.4,87.12,461.8,15.81,376.4,10706.59
2021-02-26,25.20882992,536.2,3427.0,50.16,215.7,97.02,573.8,95.0,78.19,1090.5,87.58,297.95,240.2,232.8,452.3,85.44,456.5,15.52,371.5,10522.22
2021-02-25,25.816853,546.6,3485.0,51.44,215.5,98.54,583.8,96.2,79.04,1105.0,88.48,297.05,245.4,237.3,460.8,87.1,467.0,15.8,379.1,10658.87
2021-02-24,25.84580648,549.0,3521.0,51.6,213.9,98.82,592.4,96.75,79.37,1103.0,89.38,302.55,248.5,237.4,455.5,86.62,468.2,15.96,379.5,10727.7
2021-02-23,25.334295,541.4,3518.0,50.36,210.8,98.38,585.2,96.7,78.34,1094.5,87.96,299.95,242.7,235.4,447.0,84.44,467.5,15.61,373.1,10609.03
2021-02-22,25.90371344,549.6,3564.0,50.18,214.8,103.15,591.2,98.22,79.1,1100.5,87.88,302.85,249.4,240.6,448.2,83.46,469.1,15.73,375.0,10697.38
2021-02-19,26.13534128,555.6,3565.0,49.95,210.1,104.6,600.8,98.21,79.25,1096.0,88.52,303.15,248.6,242.2,443.7,82.52,464.8,15.52,375.0,10704.75
2021-02-18,25.49836472,550.0,3574.0,49.15,206.4,102.85,607.4,99.24,80.0,1091.0,86.96,306.6,247.8,241.9,435.0,82.58,465.5,15.37,372.0,10717.71
2021-02-17,25.34394616,551.8,3562.0,49.41,207.9,102.65,609.4,100.36,80.8,1102.0,87.66,308.1,249.8,238.0,439.2,83.38,468.0,15.62,376.3,10809.28
2021-02-16,25.6720856,556.6,3601.0,50.58,210.9,106.35,612.6,100.3,81.6,1131.5,89.08,311.75,255.2,240.4,439.5,84.46,465.9,15.86,377.2,10907.6
2021-02-15,25.40185312,561.6,3626.0,50.84,210.7,105.8,609.0,100.86,82.4,1130.5,88.88,313.2,256.3,240.7,441.9,84.96,468.3,15.4,377.0,10940.99
2021-02-12,25.2860392,557.4,3655.0,49.95,208.5,104.8,610.0,100.72,82.0,1117.5,87.78,313.2,254.6,238.9,436.3,83.9,464.8,15.4,372.7,10880.37
2021-02-11,25.01580672,553.8,3617.0,50.0,203.2,104.45,601.8,100.7,81.76,1119.0,88.12,312.65,252.3,232.3,435.3,83.9,465.5,15.3,375.3,10852.91
2021-02-10,25.03510904,549.4,3606.0,49.72,204.6,103.3,595.8,100.2,81.69,1110.0,87.5,310.7,249.9,236.9,434.5,83.82,469.4,15.43,379.6,10825.75
2021-02-09,25.17987644,553.0,3606.0,49.8,207.7,103.75,587.8,99.26,81.49,1115.5,87.86,311.95,249.5,233.7,430.7,83.28,470.7,15.34,375.0,10803.67
2021-02-08,25.17022528,553.8,3604.0,50.3,205.2,102.35,570.0,99.3,81.72,1110.0,87.08,308.3,252.4,223.3,431.9,83.1,470.5,15.34,373.7,10778.83
2021-02-05,24.9965044,548.8,3561.0,49.95,202.8,99.72,563.0,100.24,81.48,1106.0,85.8,308.65,249.0,224.2,428.7,82.48,477.0,14.93,374.1,10755.47
2021-02-04,25.17987644,555.2,3576.0,49.68,203.0,98.8,572.0,102.0,81.53,1116.0,85.3,316.25,251.1,226.4,428.3,82.78,485.6,14.97,375.3,10860.95
2021-02-03,26.50208536,553.2,3569.0,49.92,207.0,98.18,569.2,102.2,80.26,1083.5,84.02,309.35,250.8,221.4,423.2,81.44,485.5,14.93,373.3,10775.68
2021-02-02,26.30906216,555.0,3596.0,49.98,207.3,97.86,573.8,102.52,80.64,1096.0,84.56,311.55,254.1,224.4,423.4,81.4,484.2,14.84,367.4,10803.57
2021-02-01,25.78789952,553.6,3653.0,48.95,205.2,94.28,573.0,102.34,80.88,1082.0,82.84,311.8,251.2,218.7,412.3,79.9,483.9,14.64,363.8,10740.22
2021-01-29,25.42115544,545.6,3596.0,48.25,203.1,92.86,570.0,100.04,80.53,1054.5,82.88,307.15,242.4,215.4,406.9,78.66,485.4,14.39,356.2,10591.06
2021-01-28,25.74929488,553.8,3728.0,48.6,208.0,95.02,570.0,102.74,82.83,1072.5,84.14,317.05,246.9,225.0,415.6,80.68,490.3,15.11,368.0,10849.82
2021-01-27,25.68173676,548.8,3719.0,48.55,205.6,92.6,589.6,103.82,83.82,1073.0,82.76,320.2,243.5,227.5,414.9,79.78,505.8,14.56,366.7,10904.24
2021-01-26,25.84580648,550.8,3727.0,49.38,205.5,90.9,600.0,103.36,84.33,1084.0,83.72,322.95,247.7,227.1,421.0,80.44,483.2,14.94,367.7,10964.05
2021-01-25,25.66243444,550.2,3679.0,49.02,204.3,92.4,607.4,101.8,86.13,1067.0,82.86,320.8,247.7,223.7,417.6,80.06,477.4,14.53,361.6,10925.7
2021-01-22,25.77824836,557.0,3605.0,50.18,205.4,91.94,599.2,101.02,85.93,1077.5,85.46,318.45,247.6,224.4,426.1,81.34,469.4,14.88,369.2,10930.81
2021-01-21,25.60452748,557.6,3598.0,50.9,207.5,91.86,595.2,100.36,85.61,1082.5,85.44,316.75,249.8,227.5,427.7,82.66,470.1,14.93,373.5,10913.11
2021-01-20,25.45010892,553.4,3546.0,50.86,203.4,88.68,593.4,100.82,86.01,1065.0,85.88,320.0,246.7,229.0,426.5,83.18,473.9,14.95,376.0,10945.46
2021-01-19,25.27638804,557.4,3554.0,50.64,201.8,86.98,580.0,100.6,85.52,1050.0,83.54,318.2,243.3,223.8,427.6,83.66,474.1,14.9,374.8,10876.98
2021-01-18,25.29569036,557.0,3543.0,51.24,203.4,92.94,582.8,101.26,85.03,1052.5,85.66,314.95,245.5,225.7,430.1,84.5,477.7,15.13,375.2,10888.54
2021-01-15,25.32464384,559.2,3548.0,51.26,201.8,90.62,587.4,100.88,85.3,1047.0,82.3,316.65,244.7,224.2,432.9,84.5,477.5,15.13,375.1,10877.06
2021-01-14,26.2028994,565.2,3650.0,51.86,207.3,92.14,587.6,100.44,83.52,1037.5,83.34,312.05,250.8,224.6,435.8,84.86,472.7,15.24,378.2,10850.81
2021-01-13,26.03882968,598.4,3701.0,51.56,206.6,92.08,591.6,100.34,83.1,1043.5,82.86,312.0,256.7,223.0,431.4,84.24,477.0,15.11,377.9,10846.88
2021-01-12,25.95196924,594.2,3663.0,51.94,204.9,91.1,588.4,100.36,83.42,1050.0,84.26,314.25,254.5,221.3,433.2,84.48,475.0,15.36,382.1,10875.25
2021-01-11,25.78789952,585.2,3741.0,51.78,199.05,90.78,591.8,100.6,83.8,1051.0,83.7,312.85,255.5,224.4,431.1,84.06,476.5,15.23,382.8,10870.42
2021-01-08,25.80720184,582.0,3687.0,52.54,202.2,92.9,589.0,101.36,83.0,1061.5,83.0,301.7,254.2,229.3,431.8,84.54,473.6,15.29,384.4,10797.99
2021-01-07,25.61417864,577.0,3702.0,52.76,200.8,90.72,583.2,102.12,82.29,1073.0,82.72,297.65,251.4,227.8,431.6,85.02,480.0,15.54,387.7,10778.67
2021-01-06,25.39220196,567.8,3720.0,51.52,196.85,87.4,575.0,102.28,82.75,1061.0,79.66,303.05,249.0,230.9,431.0,85.34,482.1,15.1,384.9,10747.08
2021-01-05,24.45603944,560.2,3751.0,49.04,202.2,87.34,575.4,103.66,82.78,1044.5,80.12,306.0,248.5,231.2,413.4,82.5,477.9,14.61,373.3,10694.09
2021-01-04,24.20510928,564.0,3805.0,48.86,203.0,87.4,566.0,104.46,83.19,1056.5,81.18,309.6,248.7,232.5,411.3,82.4,481.4,14.29,374.7,10738.39
2020-12-31,23.84801636,554.2,3730.0,48.62,200.8,85.92,568.8,104.26,83.65,1040.0,80.08,309.0,241.8,230.0,412.4,83.34,477.1,14.13,373.5,10703.51
2020-12-30,23.84801636,554.2,3730.0,48.62,200.8,85.92,568.8,104.26,83.65,1040.0,80.08,309.0,241.8,230.0,412.4,83.34,477.1,14.06,373.5,10703.51
2020-12-29,23.92522564,556.0,3736.0,48.44,202.0,85.36,570.2,104.6,82.48,1051.0,80.5,306.95,243.4,231.0,410.6,83.26,479.0,14.11,373.4,10682.04
2020-12-28,24.06034188,549.2,3717.0,48.38,202.8,84.0,567.0,103.58,80.87,1036.5,80.2,304.9,241.8,229.8,412.3,83.28,476.4,14.08,375.0,10603.49
2020-12-24,23.53917924,540.2,3682.0,48.05,199.55,84.02,554.0,101.24,78.57,1014.5,79.06,301.5,237.7,225.8,403.7,82.28,470.1,14.07,367.1,10411.92
2020-12-23,23.53917924,540.2,3682.0,48.05,199.55,84.02,554.0,101.24,78.57,1014.5,79.06,301.5,237.7,225.8,403.7,82.28,470.1,14.12,367.1,10411.92
2020-12-22,23.3558072,542.4,3695.0,47.71,199.95,84.76,560.2,101.82,78.53,998.0,78.72,304.1,239.0,226.3,397.9,81.0,468.0,13.68,364.2,10403.37
2020-12-21,23.23034212,537.0,3677.0,46.58,200.7,83.46,551.0,100.36,78.19,988.2,77.82,302.9,233.7,221.2,394.4,80.04,467.3,13.8,359.7,10305.52
2020-12-18,23.29790024,536.8,3697.0,48.01,203.0,82.68,556.6,102.3,80.51,998.6,80.06,309.95,237.0,224.8,404.9,82.8,472.7,14.06,368.5,10523.86
2020-12-17,23.32685372,535.4,3668.0,47.97,202.0,82.26,558.4,101.58,81.52,1012.5,80.78,308.8,236.6,226.3,409.0,83.48,470.5,14.11,369.1,10540.36
2020-12-16,23.17243516,526.0,3642.0,47.37,201.7,81.34,548.4,100.58,80.52,995.4,79.38,308.0,228.9,223.0,409.6,83.62,473.8,14.21,367.9,10456.78
2020-12-15,23.17243516,527.0,3595.0,46.87,198.1,79.72,541.2,99.62,79.68,986.2,79.06,303.15,229.0,220.6,399.5,81.18,470.5,14.3,356.6,10341.18
2020-12-14,23.04697008,527.0,3632.0,46.47,199.55,79.54,552.4,99.7,81.26,971.6,77.34,304.25,230.9,222.2,398.2,80.58,475.9,13.94,357.0,10373.03
2020-12-11,23.03731892,526.8,3625.0,46.13,199.0,80.1,551.0,100.62,81.56,980.8,76.5,305.65,230.8,221.9,395.1,79.96,475.3,13.96,357.7,10391.76
2020-12-10,23.1145282,525.8,3618.0,46.6,196.5,79.26,543.4,99.9,81.3,981.8,75.32,305.9,229.0,222.6,403.0,81.64,477.4,14.16,365.7,10395.96
2020-12-09,23.19173748,527.2,3613.0,47.56,197.1,79.86,545.0,100.02,81.29,987.4,75.78,306.25,227.4,222.5,403.7,82.08,478.7,14.44,363.7,10430.02
2020-12-08,23.19173748,526.8,3642.0,48.01,196.6,79.42,551.2,99.39,81.2,985.8,74.48,304.5,226.8,224.0,402.5,81.74,473.3,14.43,360.4,10394.1
2020-12-07,23.18208632,522.6,3559.0,48.14,194.65,78.54,536.0,99.14,81.3,987.6,74.44,304.45,223.7,223.0,407.2,82.56,473.2,14.47,361.8,10375.38
2020-12-04,23.20138864,525.0,3541.0,48.58,194.2,77.04,544.0,99.0,81.2,976.2,73.9,302.25,223.2,223.5,409.0,83.2,475.5,14.44,364.0,10364.5
2020-12-03,23.15313284,525.6,3551.0,48.23,195.3,77.14,539.8,99.31,80.92,979.4,74.24,299.7,223.6,223.0,408.2,82.94,476.1,14.5,365.0,10342.63
2020-12-02,23.05662124,527.0,3604.0,48.29,196.05,78.02,552.2,100.02,81.92,967.8,74.52,302.65,228.1,223.4,412.3,83.44,479.0,14.54,373.2,10435.36
2020-12-01,23.2592956,541.6,3642.0,48.49,201.6,79.34,553.0,100.44,81.37,965.0,74.98,299.6,231.2,226.7,415.6,84.1,480.0,14.5,373.2,10449.21
2020-11-30,23.13383052,547.0,3704.0,47.66,205.7,80.38,569.6,101.18,82.27,975.0,75.48,299.05,231.9,225.1,405.8,83.02,480.0,14.14,368.9,10476.43
2020-11-27,23.3075514,543.2,3643.0,48.07,202.6,78.36,551.8,102.3,81.06,966.4,76.78,302.5,230.6,223.7,409.1,83.74,481.1,14.55,372.3,10501.18
2020-11-26,23.31720256,543.2,3603.0,48.17,201.0,78.14,548.0,102.38,81.26,956.2,77.0,303.1,228.0,220.3,408.8,84.1,480.0,14.62,372.6,10497.79
2020-11-25,23.33650488,546.2,3581.0,48.3,199.2,76.42,549.8,101.94,80.98,955.2,77.78,300.15,225.7,217.0,411.8,84.6,480.5,14.62,377.9,10488.27
2020-11-24,23.39441184,546.8,3592.0,48.36,199.7,74.68,551.6,101.78,80.27,946.0,78.26,300.55,228.3,218.3,416.0,85.56,474.0,14.76,377.8,10491.59
2020-11-23,23.39441184,555.8,3607.0,46.94,195.9,74.86,570.0,101.46,79.6,934.4,76.44,302.15,234.4,221.3,407.0,83.7,476.5,14.56,375.0,10464.4
2020-11-20,23.404063,558.8,3662.0,46.57,196.5,76.46,577.0,103.68,79.61,940.0,75.82,304.7,237.8,224.2,401.2,81.86,479.3,14.42,368.0,10495.65
2020-11-19,23.68394664,556.0,3646.0,46.28,192.0,74.9,583.2,104.12,79.1,946.6,75.14,305.65,235.6,223.4,399.0,81.26,478.8,14.47,365.8,10490.77
2020-11-18,24.42708596,560.2,3645.0,47.27,193.75,73.52,580.0,104.96,78.79,922.0,75.72,308.6,236.7,228.0,405.1,83.06,485.3,14.25,373.3,10563.89
2020-11-17,24.3209232,563.0,3634.0,46.8,192.1,73.66,587.0,105.52,78.8,920.0,77.22,308.95,231.0,230.2,399.8,82.38,485.5,14.5,364.2,10565.12
2020-11-16,24.04103956,560.8,3646.0,46.88,189.4,75.56,618.8,105.08,79.01,926.0,75.72,313.0,232.8,240.3,394.0,80.72,484.5,14.26,360.0,10586.74
2020-11-13,23.67429548,559.4,3695.0,45.73,192.15,75.06,604.4,106.06,78.4,922.4,74.6,313.1,234.6,233.8,378.7,78.18,479.6,13.67,349.7,10492.61
2020-11-12,23.80941172,563.0,3703.0,45.59,191.35,74.94,605.8,106.06,78.74,923.0,74.02,315.0,236.5,237.9,375.9,76.96,480.6,13.47,346.0,10496.2
2020-11-11,24.02173724,555.6,3698.0,46.16,188.95,76.34,593.8,106.3,78.88,929.4,76.64,313.85,236.8,242.0,377.8,78.54,479.6,13.65,343.5,10532.27
2020-11-10,23.97348144,548.6,3670.0,46.33,186.0,71.6,576.2,104.46,77.32,919.6,75.46,305.25,230.0,244.6,379.7,79.58,476.6,13.68,340.9,10360.69
2020-11-09,23.95417912,553.0,3742.0,44.2,190.85,73.62,620.0,105.46,77.06,953.6,77.02,310.8,235.1,248.3,367.4,76.88,477.0,13.53,333.2,10417.99
2020-11-06,23.19173748,564.0,3940.0,42.9,196.8,84.7,617.2,106.5,76.38,933.0,69.04,320.7,244.0,229.2,341.6,71.62,472.3,13.06,322.3,10322.57
2020-11-05,23.00836544,565.6,3924.0,42.76,195.25,84.8,622.2,107.16,76.51,933.4,63.4,320.9,243.5,229.6,341.3,71.9,477.6,12.99,324.0,10306.35
2020-11-04,22.680226,551.6,3925.0,42.42,191.8,81.06,610.8,108.46,77.05,915.0,61.48,323.1,239.8,229.5,335.7,71.52,479.4,12.57,321.1,10286.79
2020-11-03,22.438947,540.4,3801.0,42.58,188.05,79.92,577.6,106.46,74.41,892.8,60.0,306.65,233.9,223.3,325.5,70.38,473.4,12.73,316.3,10003.82
2020-11-02,22.07220292,529.0,3775.0,41.06,186.1,77.64,562.8,104.5,73.12,865.2,57.96,303.35,227.4,218.1,317.9,68.16,471.0,11.94,310.0,9791.68
2020-10-30,21.473831,522.0,3736.0,39.35,183.1,77.2,555.2,103.1,71.49,826.6,57.5,294.75,225.7,217.5,308.2,65.74,466.3,11.69,304.0,9587.15
2020-10-29,21.35801708,520.0,3762.0,38.88,182.45,78.0,553.2,103.1,71.11,824.4,58.14,293.9,226.5,216.2,305.5,63.5,471.0,11.59,301.0,9556.14
2020-10-28,21.60894724,524.4,3792.0,38.69,182.5,77.4,556.0,103.46,71.85,832.0,58.98,294.6,223.7,219.2,308.3,63.08,462.9,11.59,302.0,9618.65
2020-10-27,22.50650512,533.0,3881.0,40.25,186.85,79.16,577.8,105.9,74.15,835.0,60.8,300.75,230.9,229.0,320.5,65.24,467.3,12.09,309.3,9887.49
2020-10-26,22.680226,534.6,3845.0,41.04,185.5,78.2,574.4,106.78,76.33,836.6,61.62,299.7,230.5,230.1,330.5,66.52,471.1,12.39,312.9,9985.62
2020-10-23,22.78638876,543.4,3874.0,42.49,188.1,78.98,575.0,106.56,76.48,855.6,63.0,297.4,231.2,236.2,337.1,67.98,469.8,12.44,315.1,10023.9
2020-10-22,23.18208632,542.8,3857.0,41.96,189.6,80.98,569.6,106.32,76.63,854.4,62.58,297.25,234.2,237.8,335.3,67.48,468.4,12.44,310.8,9999.05
2020-10-21,23.12417936,539.6,3873.0,42.43,192.1,83.98,572.2,106.54,76.38,852.0,62.56,299.15,228.4,238.5,336.6,67.58,468.9,12.22,307.6,9989.75
2020-10-20,23.39441184,547.8,3909.0,43.02,187.9,85.0,582.0,107.42,77.77,861.6,63.56,307.05,230.0,243.1,342.0,68.76,476.7,12.37,311.4,10146.23
2020-10-19,23.4523188,545.4,3935.0,43.02,185.1,73.4,582.0,107.28,78.59,861.0,62.64,311.45,229.9,244.8,341.1,68.68,482.4,11.75,313.3,10184.36
2020-10-16,23.63569084,548.8,3968.0,43.37,185.5,73.3,598.0,107.86,78.95,860.0,62.52,312.25,233.9,246.1,340.6,68.22,486.3,11.62,308.6,10207.13
2020-10-15,23.33650488,540.4,3951.0,42.31,184.3,72.34,569.0,107.0,77.94,844.8,61.3,308.4,231.8,242.0,338.8,67.06,487.3,11.44,305.5,10067.96
2020-10-14,23.68394664,552.6,4035.0,43.01,187.25,73.64,559.8,108.58,79.89,864.8,62.86,319.55,235.2,246.1,348.4,69.7,499.4,11.51,314.4,10292.66
2020-10-13,23.5970862,553.4,4071.0,43.13,185.0,73.96,560.0,109.6,80.12,867.2,63.02,320.4,236.2,245.2,349.6,70.36,500.4,11.64,317.1,10336.36
2020-10-12,23.5970862,553.2,4042.0,43.62,183.2,73.32,560.0,109.5,80.43,875.6,63.02,320.4,238.8,248.0,357.9,71.48,498.0,11.81,322.2,10364.1
2020-10-09,23.5005746,545.0,3987.0,43.49,181.0,72.28,557.2,108.66,80.66,875.6,62.52,320.8,234.6,243.2,356.4,70.5,494.1,11.67,321.8,10320.03
2020-10-08,23.38476068,543.6,3991.0,43.78,180.45,70.82,553.0,108.26,80.04,862.0,62.24,315.1,234.8,243.8,359.6,70.94,494.0,11.78,326.0,10270.24
2020-10-07,23.23034212,539.2,4033.0,43.02,180.7,70.06,552.2,107.7,78.8,857.6,62.1,313.45,233.9,239.7,354.8,69.42,488.4,11.75,323.4,10187.88
2020-10-06,23.1145282,541.8,3981.0,42.69,177.1,69.54,561.0,108.18,79.66,842.4,61.76,316.6,227.7,233.9,360.3,70.82,494.2,11.58,328.0,10233.16
2020-10-05,23.10487704,546.2,4075.0,42.11,180.2,73.3,573.0,109.8,80.7,847.0,62.22,318.8,229.3,238.1,356.5,70.04,495.6,11.57,326.8,10303.06
2020-10-02,22.80569108,544.8,4063.0,41.74,180.7,72.04,566.6,110.34,80.39,845.0,60.56,317.9,230.7,236.0,348.8,68.9,494.9,11.34,324.9,10252.4
